Temperature (°C),Humidity (%),Moisture Level (%),Soil Type,Crop Type,pH Level,Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Fertilizer Recommendation
38.0,53.8,20.3,Loamy,Rice,5.5,36.5,40.5,32.1,Urea
23.3,79.6,40.6,Loamy,Wheat,8.5,90.5,48.6,41.6,SSP
31.7,77.9,44.6,Peaty,Potato,7.7,10.7,48.2,14.2,Urea
20.2,38.6,52.1,Clayey,Sugarcane,7.2,76.1,27.7,16.4,Potash
19.1,88.1,12.6,Clayey,Potato,4.9,26.4,12.2,48.0,Urea
20.8,72.4,22.9,Peaty,Rice,8.3,53.3,34.6,36.4,SSP
31.0,74.1,41.6,Silty,Maize,5.6,31.4,14.6,30.2,DAP
22.6,54.7,12.1,Peaty,Sugarcane,4.7,77.8,25.9,13.8,Potash
18.4,48.5,47.3,Chalky,Sugarcane,7.1,28.6,49.3,59.0,Urea
19.3,46.0,50.2,Sandy,Tomato,7.3,41.3,38.3,76.5,Urea
32.5,67.1,49.8,Silty,Wheat,5.9,31.0,27.0,19.4,Potash
19.7,82.7,29.1,Clayey,Rice,8.4,33.7,37.8,59.9,SSP
30.6,70.7,59.8,Loamy,Wheat,5.0,72.7,14.8,19.3,DAP
16.9,47.6,48.4,Loamy,Rice,7.4,85.5,26.2,59.9,SSP
37.6,76.2,49.6,Silty,Tomato,5.5,21.7,30.2,17.9,Urea
24.6,34.0,49.0,Chalky,Tomato,6.0,90.0,11.6,73.9,DAP
28.3,45.7,45.7,Loamy,Wheat,5.0,41.5,7.3,12.0,DAP
15.0,81.2,37.7,Chalky,Rice,6.4,73.1,46.9,23.8,Potash
35.8,86.7,42.0,Loamy,Rice,6.3,99.8,41.0,67.6,Urea
36.8,69.9,31.9,Sandy,Rice,7.6,51.7,13.4,18.2,DAP
20.7,47.3,15.3,Loamy,Sugarcane,5.1,23.2,10.2,74.3,Urea
34.9,89.4,20.3,Clayey,Maize,6.8,59.2,12.9,64.8,DAP
31.2,86.7,47.3,Chalky,Cotton,7.0,26.5,39.6,61.2,Urea
35.8,40.6,57.3,Chalky,Rice,7.4,93.4,19.0,36.9,DAP
20.9,63.3,14.3,Sandy,Potato,7.6,31.8,37.5,56.7,SSP
33.1,37.4,38.3,Chalky,Sugarcane,5.9,34.9,5.9,41.3,DAP
28.1,65.4,53.3,Clayey,Potato,4.9,45.6,13.2,59.3,DAP
28.9,61.9,33.2,Silty,Tomato,6.7,69.9,11.3,16.4,DAP
38.4,45.3,30.0,Loamy,Sugarcane,7.8,37.8,28.0,22.9,Potash
28.9,48.6,15.7,Loamy,Wheat,4.9,85.8,33.0,70.4,Gypsum
39.2,55.2,12.9,Clayey,Rice,7.2,55.9,38.9,53.3,Potash
29.0,80.7,15.7,Clayey,Maize,7.5,75.0,7.4,65.0,DAP
39.4,83.9,26.9,Loamy,Sugarcane,7.7,97.5,22.4,68.8,SSP
15.5,48.2,35.4,Chalky,Tomato,4.7,91.7,42.3,43.9,Gypsum
36.3,61.0,28.7,Clayey,Tomato,7.2,97.3,44.1,42.3,Complex Fertilizer
23.7,42.2,50.9,Silty,Potato,7.7,56.7,11.0,68.0,DAP
29.7,70.0,50.5,Chalky,Rice,8.5,50.1,9.2,71.3,DAP
35.8,84.7,23.6,Peaty,Tomato,5.7,91.0,23.3,12.7,Potash
24.9,44.8,48.3,Peaty,Cotton,5.8,86.5,27.8,69.1,Gypsum
23.9,73.6,57.9,Clayey,Wheat,5.5,61.8,26.3,66.2,Complex Fertilizer
15.9,69.9,37.4,Peaty,Tomato,6.5,60.9,16.0,25.1,DAP
32.6,85.1,12.0,Silty,Potato,7.5,99.7,22.5,31.1,DAP
37.3,68.8,32.0,Chalky,Maize,7.7,44.4,44.4,65.9,SSP
20.7,73.1,31.0,Chalky,Rice,6.9,17.9,40.3,47.1,Urea
16.9,43.7,34.3,Loamy,Wheat,7.4,18.6,19.6,17.8,Urea
21.6,74.9,45.1,Loamy,Wheat,8.5,29.4,36.1,17.4,Urea
21.6,59.5,15.7,Chalky,Sugarcane,7.0,72.7,45.8,38.3,Complex Fertilizer
32.3,40.4,34.1,Chalky,Wheat,6.5,89.7,22.6,18.7,Potash
20.0,42.1,28.1,Loamy,Wheat,7.4,29.3,22.6,29.7,Urea
37.3,50.9,56.8,Sandy,Sugarcane,6.8,89.4,23.3,27.8,Potash
31.6,86.5,32.8,Chalky,Maize,6.7,13.1,30.3,15.6,Urea
25.0,73.6,15.9,Loamy,Rice,6.8,88.2,43.5,32.1,DAP
27.7,89.9,23.1,Sandy,Wheat,7.5,44.8,11.5,11.7,DAP
37.1,57.6,20.8,Loamy,Potato,6.5,44.7,38.1,38.1,Urea
23.8,35.4,28.4,Silty,Maize,6.1,54.8,19.1,14.7,DAP
24.9,84.9,17.1,Peaty,Potato,7.6,29.4,17.2,72.2,Urea
39.5,41.0,43.6,Chalky,Wheat,4.6,50.0,41.9,48.1,Gypsum
22.1,56.1,15.7,Loamy,Wheat,5.8,69.7,23.1,61.4,Gypsum
22.8,75.9,16.0,Sandy,Maize,5.2,30.4,45.9,72.7,Gypsum
38.8,62.6,32.8,Silty,Maize,4.8,24.6,12.9,51.0,Urea
25.4,86.4,35.8,Clayey,Potato,6.2,74.4,34.0,68.8,Gypsum
25.4,52.3,28.7,Loamy,Wheat,5.1,59.3,6.6,29.5,DAP
26.9,35.0,24.7,Silty,Cotton,4.5,80.8,30.3,38.6,Gypsum
36.1,52.5,49.6,Peaty,Wheat,5.4,88.3,31.5,18.2,Potash
36.0,80.4,52.9,Chalky,Sugarcane,5.7,99.3,47.0,77.3,SSP
32.7,62.5,38.3,Clayey,Rice,6.1,46.6,33.7,59.8,Complex Fertilizer
23.8,48.6,52.9,Clayey,Sugarcane,7.0,93.2,16.3,29.6,DAP
25.8,80.9,30.1,Silty,Tomato,6.1,64.5,31.5,13.8,Potash
31.9,32.0,31.1,Silty,Rice,7.8,57.9,6.5,63.0,DAP
29.8,52.4,50.2,Sandy,Rice,5.2,69.7,41.5,36.2,Gypsum
27.6,37.4,30.7,Clayey,Wheat,8.0,80.5,16.2,52.2,DAP
28.5,30.9,51.8,Silty,Sugarcane,6.1,40.8,35.8,14.8,Potash
31.0,66.2,41.3,Peaty,Maize,7.5,55.8,27.8,57.0,Gypsum
35.6,50.9,53.1,Chalky,Cotton,6.0,76.7,33.1,47.2,DAP
26.8,79.8,36.9,Clayey,Maize,7.4,72.4,15.9,61.6,DAP
35.7,89.8,36.1,Loamy,Cotton,7.0,34.6,25.4,77.9,Potash
23.5,30.5,20.9,Loamy,Wheat,7.2,17.1,37.7,80.0,Urea
20.8,55.0,16.7,Chalky,Rice,6.4,89.6,41.9,22.5,Potash
22.6,87.7,21.4,Peaty,Potato,5.0,11.1,15.8,46.8,Urea
22.1,42.1,50.5,Chalky,Maize,8.3,96.5,29.9,36.7,SSP
33.8,56.8,40.9,Peaty,Cotton,6.4,84.6,34.8,78.7,Gypsum
38.1,39.2,23.1,Silty,Sugarcane,6.5,18.3,43.6,78.0,Urea
16.3,51.4,55.7,Clayey,Maize,5.8,91.6,5.3,43.6,DAP
22.6,33.6,41.7,Chalky,Sugarcane,4.6,92.5,45.1,62.9,Gypsum
31.6,67.3,56.1,Chalky,Sugarcane,8.1,18.0,12.2,68.0,Urea
33.2,41.3,59.5,Silty,Wheat,6.9,95.1,6.8,55.0,DAP
25.8,72.3,57.3,Chalky,Cotton,6.0,30.6,36.4,65.2,Urea
20.5,49.4,52.9,Peaty,Maize,5.2,60.0,48.8,55.4,Gypsum
22.3,46.7,58.8,Sandy,Maize,8.5,57.6,22.5,59.2,SSP
18.6,66.7,30.9,Loamy,Rice,8.4,52.6,36.7,56.5,SSP
33.6,39.1,38.1,Clayey,Maize,5.4,35.2,41.4,28.1,Potash
16.6,80.0,15.8,Sandy,Rice,6.6,76.5,20.7,28.8,Potash
29.3,53.2,54.6,Silty,Tomato,7.9,36.9,5.1,72.1,DAP
25.7,80.6,14.4,Peaty,Tomato,4.8,53.0,28.7,75.4,Gypsum
30.8,44.9,36.6,Loamy,Rice,6.5,49.3,39.9,38.7,Urea
22.8,31.8,47.5,Chalky,Cotton,7.9,31.9,8.5,41.0,DAP
35.2,38.5,39.5,Sandy,Rice,6.0,42.2,31.4,10.4,Potash
36.7,85.3,41.1,Sandy,Wheat,7.9,64.9,44.5,39.8,SSP
30.1,70.2,32.1,Loamy,Tomato,6.2,74.8,40.3,76.4,Urea
27.3,38.2,51.6,Clayey,Sugarcane,5.4,74.2,13.4,37.8,DAP
36.8,72.7,19.9,Chalky,Maize,5.9,48.8,7.0,20.8,DAP
17.3,59.3,24.5,Silty,Rice,8.0,64.2,49.9,23.1,Potash
20.4,89.3,55.3,Chalky,Wheat,5.8,41.9,38.7,68.4,Complex Fertilizer
22.9,43.7,29.0,Silty,Maize,8.3,26.3,6.7,60.6,Urea
22.6,53.4,45.6,Clayey,Wheat,7.6,68.6,39.5,52.1,SSP
36.3,37.1,10.4,Loamy,Wheat,8.2,76.1,11.9,66.3,DAP
20.0,59.0,10.2,Loamy,Rice,7.5,82.3,42.4,26.3,Potash
38.4,70.5,59.4,Silty,Rice,8.0,71.1,22.2,61.9,SSP
32.5,35.6,18.7,Peaty,Maize,7.5,86.6,34.8,56.8,Complex Fertilizer
25.6,83.0,28.4,Peaty,Cotton,5.7,29.6,46.0,59.3,Urea
15.9,39.5,11.8,Peaty,Tomato,5.2,29.3,6.5,74.6,Urea
35.5,63.1,43.6,Sandy,Tomato,8.5,75.0,22.8,47.6,SSP
35.9,79.2,40.0,Peaty,Wheat,5.9,22.5,13.2,64.1,Urea
25.3,86.0,18.2,Silty,Cotton,7.3,26.8,39.1,35.4,Urea
26.0,47.6,48.4,Silty,Tomato,5.9,27.7,16.1,32.3,Urea
38.0,44.4,50.3,Clayey,Potato,7.0,35.3,32.7,44.5,Potash
19.4,47.8,24.7,Sandy,Cotton,5.2,15.6,14.4,68.2,Urea
26.2,42.2,58.7,Silty,Sugarcane,5.6,12.6,6.9,42.8,Urea
40.0,78.0,17.5,Loamy,Maize,7.5,10.7,13.7,61.2,Urea
37.7,37.6,22.5,Silty,Maize,4.7,55.7,5.9,72.8,DAP
35.9,47.3,28.9,Clayey,Sugarcane,7.1,54.3,11.2,23.2,DAP
25.1,36.4,29.6,Chalky,Tomato,6.1,60.8,33.3,28.4,Potash
28.1,63.7,10.0,Clayey,Maize,6.3,78.8,46.2,11.2,Potash
18.4,85.7,52.0,Sandy,Maize,5.0,53.5,36.7,18.1,Potash
23.2,53.9,47.2,Silty,Wheat,6.6,83.6,46.7,14.5,Potash
38.2,39.2,59.1,Peaty,Potato,6.7,94.8,15.8,74.0,DAP
35.7,69.8,39.1,Chalky,Sugarcane,6.4,12.6,43.9,59.7,Urea
37.0,62.2,30.3,Peaty,Potato,8.0,15.8,37.8,77.4,Urea
38.5,36.0,34.4,Clayey,Sugarcane,4.7,80.7,48.1,36.2,Gypsum
29.1,80.1,30.4,Peaty,Rice,4.5,33.6,44.8,60.2,Gypsum
31.9,50.0,12.3,Silty,Potato,8.5,74.4,41.3,64.3,SSP
27.4,84.5,51.8,Loamy,Wheat,7.6,20.3,20.4,58.9,Urea
33.4,48.0,13.1,Silty,Potato,7.6,27.1,39.0,32.0,Urea
30.0,64.8,23.4,Loamy,Potato,8.4,21.5,7.2,56.4,Urea
24.4,72.5,43.9,Clayey,Cotton,8.2,80.8,18.0,79.8,DAP
38.4,45.4,55.5,Silty,Wheat,4.8,61.2,24.3,12.3,Potash
22.3,45.0,25.2,Peaty,Potato,7.2,66.2,33.5,26.4,Potash
28.3,50.6,15.9,Loamy,Sugarcane,6.2,13.7,23.9,29.3,Urea
22.9,53.8,18.4,Sandy,Wheat,7.9,14.6,49.2,53.7,Urea
27.8,37.0,52.2,Peaty,Rice,5.1,60.6,25.2,62.5,Gypsum
33.0,45.2,58.6,Loamy,Rice,6.0,41.0,38.3,33.1,Urea
30.8,67.2,38.4,Loamy,Rice,7.3,18.8,16.1,26.9,Urea
36.3,56.0,19.4,Peaty,Rice,6.1,69.6,44.9,46.9,DAP
36.8,42.1,24.6,Peaty,Tomato,6.8,85.6,11.2,51.6,DAP
18.4,39.2,43.4,Chalky,Sugarcane,7.3,47.2,48.3,37.4,DAP
24.2,84.1,18.6,Loamy,Potato,8.0,33.3,44.6,27.1,Potash
17.9,59.5,30.9,Sandy,Maize,8.2,58.7,43.7,11.9,Potash
30.6,86.2,12.2,Loamy,Wheat,8.2,23.1,37.1,39.5,Urea
28.1,53.4,43.4,Chalky,Cotton,5.4,75.2,47.7,10.1,Potash
24.5,49.0,34.4,Clayey,Cotton,7.6,93.4,16.1,15.0,DAP
26.9,34.7,44.7,Peaty,Maize,7.5,18.6,22.8,46.7,Urea
21.2,68.7,47.1,Loamy,Maize,5.8,96.4,21.4,75.8,Gypsum
20.7,49.0,15.8,Silty,Rice,8.0,86.1,36.7,60.3,SSP
17.7,79.3,49.2,Sandy,Wheat,4.9,13.9,42.6,21.3,Urea
30.8,38.9,41.8,Loamy,Sugarcane,7.0,15.8,43.2,51.3,Urea
34.3,33.8,53.1,Peaty,Tomato,6.7,64.1,7.0,74.0,DAP
28.3,32.3,46.4,Clayey,Cotton,5.2,15.8,47.5,16.5,Urea
34.9,85.4,55.2,Loamy,Rice,5.8,10.8,24.6,47.1,Urea
16.4,53.7,18.6,Peaty,Cotton,5.5,28.5,27.8,49.0,Urea
22.6,85.9,42.5,Clayey,Rice,7.9,17.4,49.7,21.0,Urea
19.8,57.9,30.5,Sandy,Potato,6.8,90.4,26.2,11.3,Potash
32.7,36.5,19.1,Sandy,Tomato,6.2,78.9,19.9,66.5,DAP
23.5,36.2,33.8,Peaty,Tomato,4.9,86.3,24.3,47.0,Gypsum
25.4,35.0,40.5,Silty,Tomato,5.4,92.8,43.7,46.4,Gypsum
15.2,65.5,18.2,Loamy,Wheat,6.8,81.2,22.2,66.2,DAP
28.8,74.1,27.8,Peaty,Sugarcane,6.4,68.0,32.9,15.2,Potash
21.8,78.4,23.4,Chalky,Potato,4.5,68.7,8.8,29.4,DAP
35.1,58.0,36.7,Clayey,Tomato,8.2,88.9,42.2,14.7,Potash
25.7,56.2,32.7,Clayey,Cotton,5.8,41.0,6.0,58.3,DAP
21.0,86.9,43.9,Chalky,Potato,4.7,11.9,33.4,21.0,Urea
36.2,45.0,47.4,Sandy,Sugarcane,5.5,79.8,7.0,41.7,DAP
17.3,53.1,52.4,Peaty,Tomato,7.8,86.0,19.0,59.4,DAP
29.3,52.2,37.6,Sandy,Cotton,8.1,39.8,25.0,57.1,SSP
20.3,75.7,39.6,Loamy,Wheat,8.0,10.6,44.8,37.5,Urea
17.3,78.2,13.5,Peaty,Potato,8.0,31.6,11.1,58.2,DAP
30.0,34.6,57.9,Silty,Sugarcane,6.6,97.2,15.9,54.0,DAP
15.8,69.1,19.7,Clayey,Potato,7.6,14.1,46.2,10.2,Urea
33.3,30.7,24.1,Chalky,Cotton,8.1,53.4,11.5,56.6,DAP
27.1,63.9,30.5,Peaty,Maize,6.8,17.3,6.9,21.8,Urea
33.8,82.1,42.1,Peaty,Tomato,6.6,28.6,14.5,12.7,Urea
32.6,51.5,51.0,Clayey,Tomato,5.7,28.3,9.3,77.5,Urea
15.9,30.7,10.4,Clayey,Cotton,7.5,45.9,43.2,22.6,Potash
34.3,81.6,15.5,Peaty,Tomato,7.0,53.5,18.5,54.2,DAP
38.4,74.0,58.9,Silty,Rice,4.6,44.2,44.8,23.1,Potash
18.3,85.7,17.2,Chalky,Maize,8.4,53.5,12.8,63.8,DAP
24.7,42.8,37.6,Sandy,Sugarcane,7.6,32.5,5.7,50.3,DAP
22.7,46.9,36.0,Silty,Sugarcane,8.1,36.6,46.6,43.2,SSP
36.3,61.6,11.2,Sandy,Potato,7.3,58.6,11.1,24.9,DAP
21.4,33.5,45.4,Silty,Tomato,6.4,43.0,20.0,79.2,Complex Fertilizer
19.9,67.9,58.8,Peaty,Rice,6.8,55.3,26.1,33.8,Complex Fertilizer
27.0,60.4,16.3,Sandy,Sugarcane,6.0,83.3,21.9,69.4,DAP
16.4,46.3,56.1,Silty,Maize,6.2,18.6,42.5,56.7,Urea
28.7,61.7,37.3,Chalky,Maize,8.4,25.9,8.2,22.9,Urea
32.8,66.7,32.0,Silty,Rice,5.7,61.4,16.4,35.0,DAP
34.6,47.4,27.3,Chalky,Tomato,6.3,20.9,45.4,34.2,Urea
23.2,48.0,16.4,Loamy,Rice,5.8,68.1,40.6,39.3,Gypsum
37.8,46.2,36.6,Clayey,Rice,8.3,93.6,23.8,40.9,SSP
24.5,59.5,58.0,Sandy,Sugarcane,7.5,20.1,48.3,43.4,Urea
27.5,58.3,49.1,Silty,Wheat,5.4,98.0,35.6,44.0,Gypsum
25.7,38.3,27.7,Sandy,Maize,8.5,97.7,20.1,44.5,SSP
25.1,73.5,30.8,Clayey,Rice,6.1,17.6,41.6,53.4,Urea
26.7,41.9,51.2,Silty,Sugarcane,7.5,14.9,31.8,75.5,Urea
24.3,48.5,12.1,Clayey,Maize,6.9,18.3,8.3,69.2,Urea
29.2,50.7,21.4,Silty,Maize,7.6,86.3,11.6,70.9,DAP
15.9,66.2,29.7,Silty,Tomato,7.8,97.1,39.3,55.2,SSP
17.4,70.5,33.7,Loamy,Rice,5.8,48.1,36.6,32.7,Gypsum
25.4,33.1,12.9,Clayey,Maize,7.9,28.8,37.3,14.0,Urea
34.5,46.2,18.1,Sandy,Rice,6.6,48.3,39.1,79.0,DAP
22.8,57.4,22.9,Loamy,Wheat,6.2,90.6,37.2,52.7,SSP
27.9,37.9,50.4,Loamy,Wheat,6.9,61.2,29.2,30.2,SSP
29.1,67.0,25.8,Sandy,Sugarcane,6.4,60.7,11.5,32.0,DAP
33.3,73.8,13.3,Chalky,Tomato,7.4,94.1,26.5,26.5,Potash
38.9,55.0,37.6,Peaty,Sugarcane,5.1,31.6,33.9,23.3,Potash
32.7,88.7,37.0,Sandy,Tomato,5.3,15.2,16.8,17.5,Urea
31.6,47.4,54.1,Clayey,Rice,7.9,38.8,21.6,11.0,Potash
15.1,60.7,16.1,Sandy,Rice,7.7,87.7,49.7,61.8,SSP
36.0,75.3,16.0,Silty,Potato,5.1,96.5,47.7,72.9,Gypsum
30.9,87.2,44.4,Loamy,Tomato,4.5,71.3,14.6,50.1,DAP
18.6,63.1,37.3,Clayey,Wheat,7.2,30.7,18.5,71.3,DAP
33.1,82.7,20.0,Clayey,Sugarcane,7.9,96.1,12.9,77.8,DAP
33.7,46.4,49.4,Chalky,Tomato,6.8,41.3,14.6,12.6,DAP
18.0,50.1,34.8,Chalky,Sugarcane,5.1,47.8,5.6,70.1,DAP
20.3,51.7,36.0,Clayey,Sugarcane,6.4,40.8,7.2,70.0,DAP
29.9,67.6,26.1,Peaty,Cotton,8.0,14.6,16.6,71.0,Urea
39.6,55.7,33.6,Silty,Rice,6.7,26.4,5.5,40.6,Urea
22.3,34.7,17.5,Clayey,Tomato,7.1,76.7,20.3,41.8,DAP
16.1,85.0,55.7,Silty,Maize,7.8,35.4,39.2,51.9,SSP
26.9,79.6,30.5,Chalky,Maize,7.8,59.6,30.8,55.0,SSP
39.4,42.8,51.7,Clayey,Potato,6.2,88.0,25.8,25.2,Potash
15.3,36.7,12.7,Loamy,Potato,6.0,82.6,32.9,55.5,Urea
19.5,74.8,56.1,Loamy,Maize,5.2,43.6,44.6,12.9,Potash
21.9,82.1,50.8,Silty,Wheat,6.7,73.1,21.6,19.8,Potash
24.4,86.5,31.8,Sandy,Cotton,8.4,77.4,10.5,24.0,DAP
29.8,67.9,55.3,Silty,Cotton,5.1,95.7,50.0,12.0,Potash
25.1,78.7,43.7,Clayey,Cotton,8.0,98.6,29.2,31.7,SSP
25.7,56.8,33.1,Loamy,Rice,4.7,58.0,37.7,67.7,Gypsum
19.2,58.3,35.9,Chalky,Wheat,6.6,37.0,49.7,29.1,Potash
30.4,63.3,16.3,Loamy,Rice,8.3,33.8,26.1,65.6,SSP
38.1,76.8,15.4,Silty,Sugarcane,8.3,98.8,7.7,33.7,DAP
27.1,60.6,13.6,Clayey,Tomato,6.5,71.5,30.7,28.8,Potash
31.0,52.7,50.5,Chalky,Tomato,6.5,67.0,42.0,49.3,Complex Fertilizer
30.7,82.2,23.5,Sandy,Sugarcane,7.7,93.2,15.9,27.6,DAP
33.3,49.8,24.6,Chalky,Sugarcane,5.4,16.1,34.6,21.4,Urea
30.2,89.4,56.0,Chalky,Rice,4.9,62.0,34.3,16.0,Potash
25.3,81.2,28.2,Sandy,Tomato,5.8,87.3,45.1,41.1,Complex Fertilizer
22.3,82.5,21.6,Sandy,Potato,6.4,47.0,44.8,29.0,Potash
20.5,42.5,18.4,Loamy,Potato,7.8,44.3,6.5,25.5,DAP
18.1,62.0,43.2,Chalky,Cotton,5.6,22.4,20.1,39.4,Urea
15.5,46.9,14.2,Peaty,Wheat,7.0,16.7,7.9,75.8,Urea
21.7,44.9,15.3,Silty,Rice,8.4,74.9,14.5,38.0,DAP
17.4,85.7,16.8,Loamy,Potato,5.9,30.3,5.2,20.8,DAP
19.6,58.0,50.5,Sandy,Maize,5.7,96.7,22.9,63.0,DAP
20.2,79.6,42.9,Chalky,Cotton,4.8,22.1,46.6,68.3,Urea
29.0,72.1,22.6,Silty,Cotton,5.1,12.9,45.6,42.4,Urea
18.0,68.5,44.2,Silty,Tomato,7.6,29.2,17.9,66.3,Urea
34.5,33.0,56.8,Loamy,Rice,4.8,69.8,40.6,11.9,Potash
27.0,46.4,16.5,Peaty,Wheat,8.0,96.7,13.1,36.4,DAP
15.4,79.8,28.9,Silty,Maize,8.5,80.2,26.1,32.5,SSP
29.7,78.7,55.3,Silty,Maize,8.2,96.8,20.9,59.2,SSP
21.5,85.0,57.6,Silty,Sugarcane,6.8,67.8,21.0,45.3,Urea
32.2,33.1,15.9,Loamy,Rice,7.8,66.4,17.8,62.8,DAP
15.8,67.0,42.8,Peaty,Sugarcane,4.8,41.0,23.4,49.3,Gypsum
25.8,43.2,29.6,Loamy,Wheat,6.4,18.1,8.8,39.3,Urea
23.2,57.0,41.8,Peaty,Maize,7.9,90.7,21.6,29.5,Potash
16.8,76.5,34.8,Chalky,Rice,7.9,66.3,46.9,20.1,Potash
37.7,83.4,17.6,Peaty,Maize,4.6,57.6,19.1,40.4,DAP
39.1,53.1,10.3,Peaty,Wheat,5.9,13.9,24.0,49.5,Urea
16.4,49.2,32.8,Clayey,Maize,8.4,30.7,15.8,72.6,DAP
22.4,84.2,49.3,Loamy,Wheat,6.4,84.7,29.5,29.1,Potash
32.7,85.5,52.2,Loamy,Maize,8.1,19.8,14.2,77.9,Urea
19.2,66.4,44.1,Chalky,Sugarcane,4.9,15.6,40.7,64.1,Urea
36.5,80.6,29.9,Silty,Wheat,7.6,86.0,41.7,57.5,SSP
33.6,68.0,59.5,Loamy,Sugarcane,8.5,47.3,27.3,66.3,SSP
27.4,78.7,56.7,Chalky,Wheat,6.9,93.7,39.3,10.7,Potash
18.7,87.4,17.5,Peaty,Potato,8.3,84.7,35.2,77.0,SSP
34.6,31.6,19.7,Clayey,Rice,7.4,20.7,31.9,49.7,Urea
29.5,89.7,56.0,Peaty,Potato,8.0,59.6,29.4,17.4,Potash
16.5,34.6,11.7,Loamy,Maize,7.0,87.7,16.4,41.7,DAP
39.9,54.0,13.2,Silty,Tomato,5.8,69.6,11.7,43.7,DAP
32.7,62.6,28.5,Clayey,Potato,5.7,76.0,35.2,40.1,DAP
38.6,47.6,36.7,Silty,Tomato,4.8,76.9,44.6,47.7,Gypsum
35.5,40.1,36.3,Clayey,Potato,6.2,24.5,37.5,27.2,Urea
31.2,79.0,25.0,Clayey,Cotton,7.7,43.6,36.1,79.4,SSP
38.0,60.2,19.1,Silty,Tomato,7.3,92.3,36.6,36.3,SSP
22.6,42.7,31.7,Sandy,Sugarcane,7.7,36.9,31.4,67.6,SSP
23.5,52.5,20.7,Clayey,Tomato,5.2,32.0,7.5,60.8,DAP
23.8,54.5,43.6,Loamy,Sugarcane,7.7,95.2,29.3,47.1,SSP
17.6,43.0,27.5,Loamy,Potato,8.0,46.9,11.7,71.4,DAP
24.1,86.8,38.7,Peaty,Maize,5.9,90.8,15.8,50.8,DAP
38.5,31.2,11.6,Clayey,Maize,6.6,77.9,37.3,39.7,SSP
26.2,44.5,46.2,Sandy,Sugarcane,6.5,66.6,12.8,60.2,DAP
34.8,37.4,48.3,Chalky,Cotton,4.6,84.9,17.3,27.8,DAP
21.9,77.9,38.5,Loamy,Cotton,8.1,95.2,44.4,78.5,SSP
34.1,49.8,56.3,Peaty,Rice,4.7,81.5,40.8,56.4,Gypsum
17.8,61.1,48.4,Silty,Cotton,7.2,40.3,47.5,55.4,SSP
24.2,47.6,29.1,Clayey,Sugarcane,4.8,62.6,25.9,64.0,Gypsum
34.4,32.9,32.9,Clayey,Tomato,5.4,84.2,35.3,17.0,Potash
22.5,38.1,45.7,Chalky,Tomato,7.6,38.7,29.4,38.4,SSP
29.6,55.0,57.6,Loamy,Sugarcane,8.2,97.1,5.3,79.5,DAP
36.9,82.6,47.9,Loamy,Tomato,6.8,63.5,13.6,75.9,DAP
15.2,65.2,11.5,Silty,Rice,8.1,19.1,48.8,32.9,Urea
19.0,78.5,30.9,Clayey,Tomato,7.4,24.4,39.5,49.3,Urea
33.6,54.8,48.5,Chalky,Maize,7.2,74.0,48.2,15.8,Potash
26.7,70.0,36.4,Chalky,Potato,7.2,26.0,34.0,19.8,Urea
26.9,89.5,20.9,Sandy,Sugarcane,7.4,22.4,32.1,56.3,Urea
22.3,86.4,28.5,Silty,Tomato,7.5,86.2,11.6,32.9,DAP
38.4,38.2,34.3,Peaty,Tomato,5.5,72.9,32.1,45.3,Potash
23.2,30.9,54.0,Chalky,Maize,5.5,57.8,43.1,64.0,Potash
37.5,46.1,45.1,Sandy,Tomato,6.3,87.5,26.5,14.3,Potash
18.6,81.2,28.9,Loamy,Sugarcane,6.4,21.6,22.5,46.1,Urea
18.4,81.5,43.6,Sandy,Rice,5.0,41.0,29.9,15.7,Potash
34.0,67.9,59.7,Clayey,Tomato,7.1,49.7,23.7,31.1,Complex Fertilizer
20.1,45.3,44.2,Chalky,Wheat,8.1,88.4,43.9,77.7,SSP
22.8,72.0,32.8,Clayey,Sugarcane,8.1,63.5,21.4,73.4,SSP
38.5,87.2,27.8,Chalky,Maize,5.1,43.1,22.4,32.4,Gypsum
38.5,87.4,54.7,Loamy,Maize,5.7,55.6,32.5,27.6,Potash
17.5,72.6,10.6,Peaty,Sugarcane,6.6,36.5,15.8,74.9,DAP
34.2,53.4,44.8,Silty,Cotton,6.6,21.9,20.7,34.8,Urea
23.7,79.5,59.0,Clayey,Potato,6.2,93.6,23.4,39.0,Urea
15.2,32.2,19.2,Silty,Potato,8.5,87.3,16.8,44.5,DAP
33.5,47.8,17.3,Peaty,Maize,5.4,90.4,21.2,23.4,Potash
18.3,86.8,38.0,Clayey,Wheat,4.9,43.0,19.4,35.4,DAP
28.8,89.5,19.1,Chalky,Cotton,7.0,47.8,36.3,16.7,Potash
22.2,56.1,22.0,Loamy,Tomato,8.0,59.8,15.9,59.4,DAP
31.0,45.1,19.3,Clayey,Sugarcane,7.7,46.3,31.8,50.9,SSP
24.5,80.8,50.4,Clayey,Rice,6.0,19.5,8.8,10.6,Urea
34.5,89.2,14.5,Sandy,Sugarcane,6.7,49.1,18.1,17.1,DAP
26.0,60.1,23.0,Chalky,Potato,8.0,60.9,30.0,45.0,SSP
20.2,88.0,55.3,Peaty,Cotton,8.5,74.3,27.3,29.7,Potash
36.3,61.4,53.1,Clayey,Potato,6.0,92.6,44.6,46.1,Urea
